500165,Terminal Andrés Sanín D5,3.44351,-76.48255917,0,1045,D5
500166,Terminal Andrés Sanín A1,3.44394389,-76.48279917,0,1045,A1
500167,Terminal Andrés Sanín A2,3.44398,-76.48303889,0,1045,A2
500168,Terminal Andrés Sanín A3,3.44400083,-76.48321972,0,1045,A3
500200,Chiminangos A2,3.481915,-76.49791167,0,1009,A2
500201,Chiminangos B1,3.48160167,-76.49807667,0,1009,B1
500202,Chiminangos A1,3.48178639,-76.49809556,0,1009,A1
500203,Chiminangos B2,3.48196389,-76.49778833,0,1009,B2
500250,Flora Industrial A1,3.47820083,-76.50237833,0,1014,A1
500251,Flora Industrial B1,3.478355,-76.502095,0,1014,B1
500300,Salomia A1,3.473625,-76.50695,0,1034,A1
500301,Salomia B1,3.47385167,-76.506555,0,1034,B1
500350,Popular A1,3.46947,-76.51088667,0,1029,A1
500353,Popular B2,3.46967833,-76.510565,0,1029,B2
500400,Manzanares A1,3.466125,-76.513435,0,1021,A1
500401,Manzanares B1,3.46632,-76.51322,0,1021,B1
500450,Fatima A1,3.46289,-76.51752,0,1013,A1
500451,Fatima B1,3.46297667,-76.517225,0,1013,B1
500500,Rio Cali A1,3.46043,-76.52534333,0,1033,A1
500600,Torre de Cali A1,3.45697833,-76.53030667,0,1048,A1
500601,Torre de Cali B1,3.45674833,-76.53030833,0,1048,B1
500602,Torre de Cali A2,3.45654833,-76.53053667,0,1048,A2
500603,Torre de Cali B2,3.45712,-76.53004833,0,1048,B2
500650,Piloto B1,3.46014167,-76.52232333,0,1026,B1
500700,San Nicolas B1,3.45859333,-76.52557667,0,1036,B1
500750,La Ermita A1,3.45364806,-76.53168194,0,1017,A1
500751,La Ermita A2,3.45318222,-76.53153472,0,1017,A2
500800,Plaza de Cayzedo A1,3.45240833,-76.53134333,0,1027,A1
500850,Centro A1,3.44856833,-76.53014833,0,1007,A1
500851,Centro A2,3.44811333,-76.53000333,0,1007,A2
500900,Santa Rosa A1,3.44723333,-76.52975833,0,1041,A1
500950,Fray Damian A1,3.44399833,-76.52895167,0,1016,A1
500951,Fray Damian A2,3.44343139,-76.52883806,0,1016,A2
500952,Fray Damian A3,3.44312667,-76.52873,0,1016,A3
501000,San Bosco A1,3.44234,-76.532455,0,1035,A1
501001,San Bosco B1,3.442245,-76.532565,0,1035,B1
501002,San Bosco A2,3.44220833,-76.53286,0,1035,A2
501003,San Bosco B2,3.44235333,-76.53210833,0,1035,B2
501050,7 de Agosto A1,3.44531167,-76.48706667,0,1058,A1
501051,7 de Agosto B1,3.44520667,-76.4872,0,1058,B1
501052,7 de Agosto A2,3.44522833,-76.48744667,0,1058,A2
501053,7 de Agosto B2,3.44535833,-76.486725,0,1058,B2
501100,Trebol A1,3.44362333,-76.49610667,0,1049,A1
501101,Trebol B1,3.44346,-76.49585833,0,1049,B1
501150,Villacolombia A1,3.44396167,-76.49896667,0,1055,A1
501151,Villacolombia B1,3.44376,-76.49870667,0,1055,B1
501200,Chapinero A1,3.444395,-76.50232,0,1008,A1
501201,Chapinero B1,3.44423833,-76.50207833,0,1008,B1
501250,Atanasio Girardot A1,3.444905,-76.50843667,0,1002,A1
501251,Atanasio Girardot B1,3.44475833,-76.50812833,0,1002,B1
501300,Floresta A1,3.44534833,-76.51471,0,1015,A1
501301,Floresta B1,3.44526,-76.51444333,0,1015,B1
501350,Belalcazar A1,3.44417667,-76.52084,0,1003,A1
501351,Belalcazar B1,3.44414,-76.52053333,0,1003,B1
501400,San Pascual A1,3.442705,-76.52714667,0,1037,A1
501401,San Pascual B1,3.44263333,-76.52771333,0,1037,B1
501402,San Pascual A2,3.44272,-76.52756833,0,1037,A2
501403,San Pascual B2,3.442665,-76.527295,0,1037,B2
501405,San Pascual B3,3.442595,-76.52680667,0,1037,B3
501450,Sucre B1,3.44355333,-76.52622667,0,1042,B1
501451,Sucre B2,3.44397694,-76.52636139,0,1042,B2
501452,Sucre B3,3.44445667,-76.526545,0,1042,B3
501500,Petecuy B1,3.44870833,-76.52776667,0,1025,B1
501501,Petecuy B2,3.44917472,-76.52793139,0,1025,B2
501502,Petecuy B3,3.44963667,-76.52809167,0,1025,B3
501550,San Pedro B1,3.4541,-76.52995,0,1038,B1
501551,San Pedro B2,3.45448833,-76.53009667,0,1038,B2
501552,San Pedro B3,3.45491333,-76.53029,0,1038,B3
501600,Santa Librada A1,3.43999167,-76.53690167,0,1039,A1
501601,Santa Librada B1,3.43961167,-76.537175,0,1039,B1
501602,Santa Librada A2,3.43938833,-76.53738167,0,1039,A2
501603,Santa Librada B2,3.44020333,-76.53664833,0,1039,B2
501650,Manzana del Saber A1,3.43495333,-76.54093,0,1020,A1
501651,Manzana del Saber B1,3.43478333,-76.54092167,0,1020,B1
501652,Manzana del Saber A2,3.43463,-76.54122667,0,1020,A2
501653,Manzana del Saber B2,3.43521833,-76.540705,0,1020,B2
501700,Estadio A1,3.43189833,-76.54316167,0,1012,A1
501701,Estadio B1,3.43172167,-76.54311667,0,1012,B1
501702,Estadio A2,3.431525,-76.54342833,0,1012,A2
501703,Estadio B2,3.43215833,-76.54295,0,1012,B2
501750,Tequendama A1,3.42356667,-76.54703,0,1044,A1
501751,Tequendama B1,3.42343,-76.547,0,1044,B1
501752,Tequendama A2,3.423135,-76.547205,0,1044,A2
501753,Tequendama B2,3.423815,-76.54685167,0,1044,B2
501800,Lido A1,3.41891167,-76.54839167,0,1019,A1
501801,Lido B1,3.41871833,-76.54824167,0,1019,B1
501802,Lido A2,3.41843333,-76.54834833,0,1019,A2
501803,Lido B2,3.41914667,-76.548225,0,1019,B2
501850,Unidad Deportiva A1,3.41527167,-76.54840167,0,1051,A1
501851,Unidad Deportiva B1,3.41458667,-76.54823833,0,1051,B1
501852,Unidad Deportiva A2,3.41494167,-76.54854,0,1051,A2
501853,Unidad Deportiva B2,3.41499333,-76.54822667,0,1051,B2
501854,Unidad Deportiva A3,3.41447667,-76.54845,0,1051,A3
501855,Unidad Deportiva B3,3.41543,-76.54827833,0,1051,B3
501900,Plaza de Toros A1,3.40960417,-76.54746333,0,1028,A1
501901,Plaza de Toros B1,3.40987,-76.54744833,0,1028,B1
501950,Pampalinda A1,3.40359333,-76.54687333,0,1024,A1
501951,Pampalinda B1,3.40386667,-76.54678167,0,1024,B1
502000,Refugio A1,3.39859889,-76.5464675,0,1032,A1
502001,Refugio B1,3.39891833,-76.546405,0,1032,B1
502050,Caldas A1,3.394255,-76.54599333,0,1005,A1
502051,Caldas B1,3.39397833,-76.54582333,0,1005,B1
502100,Capri A1,3.38828,-76.545085,0,1006,A1
502101,Capri B1,3.387815,-76.54479833,0,1006,B1
502102,Capri A2,3.38772833,-76.54499,0,1006,A2
502103,Capri B2,3.38828,-76.54486167,0,1006,B2
502150,Melendez A1,3.37701,-76.54277833,0,1022,A1
502151,Melendez B1,3.37730667,-76.54279,0,1022,B1
502200,Buitrera A1,3.372535,-76.539995,0,1004,A1
502201,Buitrera B1,3.37282833,-76.540475,0,1004,B1
502250,Univalle A1,3.37068667,-76.536625,0,1052,A1
502251,Univalle B1,3.370985,-76.53685167,0,1052,B1
502300,Universidades A1,3.367005,-76.52925167,0,1053,A1
502301,Universidades B1,3.36709,-76.52905,0,1053,B1
502302,Universidades A2,3.36682167,-76.52896,0,1053,A2
502303,Universidades B2,3.36718333,-76.529395,0,1053,B2
502304,Universidades C1,3.36655583,-76.52821083,0,1053,C1
502305,Universidades D1,3.3664225,-76.52835361,0,1053,D1
502309,Universidades D3,3.36629528,-76.52803833,0,1053,D3
502310,Universidades C3,3.36654417,-76.52804056,0,1053,C3
502311,Universidades D5,3.366145,-76.52765806,0,1053,D5
502312,Universidades C4,3.36665083,-76.52821944,0,1053,C4
502313,Universidades D2,3.36635806,-76.52819194,0,1053,D2
502314,Universidades C2,3.36644111,-76.52786389,0,1053,C2
502315,Universidades D4,3.36621417,-76.52783778,0,1053,D4
502350,Versalles A1,3.46103667,-76.52719667,0,1054,A1
502351,Versalles B1,3.46129333,-76.52690333,0,1054,B1
502400,Las Americas A1,3.46351667,-76.52530833,0,1018,A1
502401,Las Americas B1,3.46373,-76.52514167,0,1018,B1
502450,Prados del Norte A1,3.47439167,-76.5197,0,1030,A1
502451,Prados del Norte B1,3.47436167,-76.51947833,0,1030,B1
502500,Vipasa A1,3.478595,-76.51705833,0,1057,A1
502501,Vipasa B1,3.47875333,-76.51688667,0,1057,B1
502550,Alamos A1,3.48446,-76.51338667,0,1000,A1
502551,Alamos B1,3.48468833,-76.51325,0,1000,B1
502600,Nuevo Latir B1,3.41832444,-76.48674361,0,1023,B1
502601,Nuevo Latir A1,3.41847861,-76.48684028,0,1023,A1
502650,Amanecer B1,3.42143972,-76.49077639,0,1001,B1
502651,Amanecer A1,3.42158306,-76.49088111,0,1001,A1
502700,Troncal Unida B1,3.42472889,-76.49453278,0,1050,B1
502701,Troncal Unida A1,3.42487694,-76.49461639,0,1050,A1
502750,Conquistadores B1,3.42697944,-76.50525667,0,1011,B1
502751,Conquistadores A1,3.42710556,-76.50530861,0,1011,A1
502800,Villa Nueva B1,3.432075,-76.51014417,0,1056,B1
502801,Villa Nueva A1,3.43216278,-76.510235,0,1056,A1
502850,Santa Monica B1,3.43453194,-76.51391583,0,1040,B1
502851,Santa Monica A1,3.43459889,-76.51394694,0,1040,A1
502900,Primitivo B1,3.43724806,-76.51760611,0,1031,B1
502901,Primitivo A1,3.43744806,-76.51780583,0,1031,A1
502950,Cien Palos B1,3.43970167,-76.522745,0,1010,B1
502951,Cien Palos A1,3.43980417,-76.52290361,0,1010,A1
503001,Terminal Calipso B1,3.426565,-76.50063833,0,1046,B1
503002,Terminal Calipso B2,3.42684667,-76.500335,0,1046,B2
503003,Terminal Calipso B3,3.42710167,-76.50002333,0,1046,B3
503004,Terminal Calipso A4,3.4271525,-76.50028833,0,1046,A4
503005,Terminal Calipso A5,3.42687667,-76.50056833,0,1046,A5
503006,Terminal Calipso A6,3.42649833,-76.50080333,0,1046,A6
503007,Terminal Calipso B4,3.42733667,-76.49981333,0,,
503012,Terminal Calipso A3,3.42738333,-76.50002167,0,,
504001,T. Paso del Comercio C1,3.49101611,-76.49156833,0,1059,C1
504002,T. Paso del Comercio C2,3.49087806,-76.49180917,0,1059,C2
504005,T. Paso del Comercio C5,3.49032639,-76.49257667,0,1059,C5
504006,T. Paso del Comercio C6,3.49012389,-76.49281278,0,1059,C6
504007,T. Paso del Comercio C7,3.48990028,-76.49303917,0,1059,C7
504009,T. Paso del Comercio A2,3.4898975,-76.4926475,0,1059,A2
504010,T. Paso del Comercio A3,3.48957722,-76.49298778,0,1059,A3
504011,T. Paso del Comercio A4,3.48928611,-76.493315,0,1059,A4
504017,T. Paso del Comercio B4,3.48964361,-76.49251972,0,1059,B4
504018,T. Paso del Comercio B5,3.48983611,-76.49228361,0,1059,B5
511005,Cl 13 con Kr 100,3.37356972,-76.5371675,0,,
511006,Cl 13 entre Kr 89 y 100,3.37470444,-76.53746056,0,,
511008,Cl 13 entre Kr 87 y 89,3.37826583,-76.53765833,0,,
511011,Cl 13 con Kr 86,3.380245,-76.53763667,0,,
511012,Cl 13 con Kr 83 y 85,3.38231333,-76.538205,0,,
511016,Cl 25 entre Kr 101 y 102,3.36234167,-76.52443833,0,,
511019,Cl 42 entre Kr 84 y 85,3.38275389,-76.52043444,0,,
511020,Cl 25 entre Kr 114A y 118,3.35337833,-76.523485,0,,
511021,Cl 25 entre Kr 117 y 114A,3.35358833,-76.52324833,0,,
511031,Kr 127 entre Cl 18A y 18,3.33343611,-76.5320575,0,,
511033,Cl 25 entre Kr 99 y 98B,3.36881306,-76.52471611,0,,
511034,Kr 99 entre Cl 25 y 30 La 14 del Lili,3.36731444,-76.52330722,0,,
511035,Kr 122 entre Cl 16 y 15,3.34280778,-76.53685361,0,,
511036,Kr 122 entre Cl 15 y 16,3.34269722,-76.53657528,0,,
511037,Kr 122 entre Cl 13 y 12,3.342625,-76.54065833,0,,
511038,Kr 122 entre Cl 12 y 13,3.34233389,-76.54116333,0,,
511039,Kr 122 entre Cl 12 y 6,3.34254694,-76.54412444,0,,
511040,Kr 122 entre Cl 5 y 9,3.342185,-76.54347417,0,,
511043,Kr 118 entre Cl 25 y 22,3.35090194,-76.52514583,0,,
511044,Kr 118 entre Cl 20 y 18,3.35071222,-76.52909917,0,,
511045,Kr 122 entre Cl 17A y 16,3.34306806,-76.53284028,0,,
511046,Cl 18 entre Kr 122 y 121,3.34381083,-76.53080889,0,,
511048,Via a la Buitrera La Y,3.36367,-76.55777139,0,,
511049,Via a la Buitrera Rapitienda La Buitrera,3.36477972,-76.56285417,0,,
511050,Via a la Buitrera Colegio Diana Oese,3.365975,-76.56441028,0,,
511051,Via a la Buitrera Ferretería el Portento,3.36868694,-76.56238056,0,,
511052,Via a la Buitrera Girasoles Web Café,3.37193556,-76.56418611,0,,
511053,Via a la Buitrera Sector Las Piedras Km ,3.37584528,-76.56493861,0,,
511054,Via a la Buitrera Las Piedras,3.37573667,-76.56491861,0,,
511056,Vía La Buitrera Callejon Los Pinos,3.38230806,-76.57118361,0,,
511059,Via a la Buitrera Tienda Inicio de ruta,3.38283083,-76.57813944,0,,
511061,Via a la Buitrera Finca santa Ana,3.3824375,-76.57151333,0,,
511062,Via a la Buitrera Golden Net,3.37908611,-76.56834028,0,,
511064,Via a la Buitrera Sector Girasoles,3.3721725,-76.56435028,0,,
511066,Via a la Buitrera Ferreteria La Buitrera,3.36656333,-76.56458639,0,,
511067,Via a la Buitrera Colegio,3.36482583,-76.56304444,0,,
511068,Via a la Buitrera Y,3.36361778,-76.55795333,0,,
511069,Cl 13 entre Kr 101A y 102,3.36850944,-76.53731222,0,,
511070,Via a la Buitrera Los Pinos,3.3632425,-76.555025,0,,
511071,Via a la Buitrera Los Pinos,3.3632,-76.55522,0,,
511072,Cl 4 Oe con Kr 94,3.37605389,-76.55959972,0,,
511073,Vía a la  Buitrera SENA-1,3.36411028,-76.55978361,0,,
511074,Vía a la  Buitrera SENA,3.36405,-76.56002778,0,,
511075,Vía a la Buitrera Colacteos,3.36626806,-76.56198389,0,,
511076,Vía a la Buitrera Colacteos,3.36621667,-76.56206083,0,,
511077,Vía a la Buitrera Duquelandia,3.37654222,-76.56709806,0,,
511078,Vía a la Buitrera Panaderia Nueva Vida,3.37961806,-76.56836889,0,,
511079,Vía a la Buitrera Colegio Las Lajas,3.38133,-76.56887361,0,,
511080,Vía a la Buitrera Capricho Km 6,3.38252556,-76.57500556,0,,
511081,Vía a la Buitrera Km 7,3.38290917,-76.57807806,0,,
511082,Vía a la Buitrera Colegio Las Lajas Baja,3.38167056,-76.56955972,0,,
511083,Vía a la Buitrera Fatima,3.376795,-76.56665778,0,,
511084,Vía a la Buitrera Sector El Portento,3.36849944,-76.5623525,0,,
511085,Vía Principal Cascajal,3.31792444,-76.51654361,0,,
511086,Cl 18 con Kr 141,3.32198417,-76.53514556,0,,
511087,Cl 18 con Kr 141,3.32192889,-76.53492556,0,,
511090,Cl 42 entre Kr 81A y 81 Lote,3.38748028,-76.51997222,0,,
511093,Cl 48 entre Kr 82 y 83Bis,3.38601806,-76.51626806,0,,
511094,Cl 48 entre Kr 83C y 83E,3.38311611,-76.51626611,0,,
511095,Cl 48 entre Kr 85 y 86,3.37996194,-76.51626611,0,,
511098,Cl 42 entre Kr 85E y 85D,3.38020361,-76.52028861,0,,
511099,Cl 42 entre Kr 84 y 83E,3.38245417,-76.52026611,0,,
511100,Kr 99 entre Cl 45 y 42,3.36845917,-76.52,0,,
511102,Cl 14 entre Kr 85B y 85A,3.38159278,-76.53311028,0,,
511103,Cl 14 entre Kr 83C y 83,3.38448333,-76.53316778,0,,
511104,Cl 14 entre Kr 83 y 84,3.38394417,-76.53335806,0,,
511105,Cl 14 entre Kr 85A y 85B,3.38151222,-76.53329167,0,,
511106,Kr 80 entre Cl 45 y 48,3.38841056,-76.51791222,0,,
511107,Kr 99 entre Cl 42 y 45,3.36814056,-76.52006194,0,,
511109,Cl 16 entre Kr 75A y 73,3.38941361,-76.52822,0,,
511110,Hormigero2,3.34143333,-76.52184917,0,,
511111,Hormiguero1,3.34294111,-76.52353167,0,,
511112,Via_puerto_tejada,3.32170222,-76.49794972,0,,
511113,Cali_puerto-col-fray damian,3.31994222,-76.49557722,0,,
511114,Puerto_cascajal,3.3169275,-76.49178361,0,,
511115,Via principal_hormiguero3,3.31407167,-76.48815833,0,,
511116,Via_principal hormi4 089,3.31300083,-76.48400417,0,,
511117,Via_hormi5_col asuncion,3.31227861,-76.48129889,0,,
511118,V_hormi C216,3.31257722,-76.47839,0,,
511119,V-hormi7 C122,3.31291917,-76.48192222,0,,
511120,V_hormi8 C087,3.31323833,-76.48432667,0,,
511121,V_hormi9 rosy,3.31375583,-76.4882675,0,,
511122,Via cali_puerto,3.31610167,-76.49057167,0,,
511123,via_cascajal2,3.31688889,-76.49263028,0,,
511124,Via_cascajal3 urb flamenco,3.31653361,-76.49850111,0,,
511125,Via_cascajal4 Centro educativo,3.31634278,-76.50331472,0,,
511126,Via_cascajal5,3.31642361,-76.50737833,0,,
511127,Via_cascajal6 equilar C099,3.31792722,-76.51170444,0,,
511128,Via_cascajal7 col-santa maria pance,3.31810639,-76.5139275,0,,
511129,Via_cascajal8 Conchita,3.3178375,-76.5186675,0,,
511130,Via_cascajal9 Presentacion,3.31753583,-76.5218275,0,,
511131,Urb Marañon,3.33053333,-76.50854333,0,,
511132,Cl 36 entre Kr 128 y 129,3.33022639,-76.52281389,0,,
511134,Cl 36 entre Kr 146 y 148,3.31418167,-76.52299833,0,,
511135,Cl 36 entre Kr 170 y 168,3.29677333,-76.52234167,0,,
511136,Cl 36 entre Kr 134 y 128,3.33036444,-76.52269278,0,,
511138,Av los Cerros Melendez,3.34454583,-76.54928528,0,,
511139,Av los Cerros con Cl 2 Acceso Vial,3.348335,-76.55718222,0,,
511140,Via La Voragine Ecoparque 1 entrada,3.34945139,-76.56272194,0,,
511141,Via La Voragine Ecoparque 2 entrada,3.34941667,-76.56544556,0,,
511142,Via La Voragine Ecoparque 3 entrada,3.34879722,-76.5699875,0,,
511143,Via La Voragine Ecoparque 4 entrada,3.34867167,-76.57243861,0,,
511144,La Voragine Fin,3.3446875,-76.58889111,0,,
511145,La Voragine Ini,3.34499194,-76.58878556,0,,
511146,Via La Voragine Ecoparque 4 entrada,3.34857306,-76.57235528,0,,
511147,Via La Voragine Ecoparque 3 entrada,3.34868333,-76.56993444,0,,
511148,Via La Voragine Ecoparque 2 entrada,3.34925361,-76.565275,0,,
511149,Via La Voragine Ecoparque 1 entrada,3.34933389,-76.56258167,0,,
511150,Av los Cerros con Cl 2 Acceso Vial,3.348085,-76.55664444,0,,
511151,Kr 122 entre Cl 4 y 5,3.34204722,-76.54749583,0,,
511153,Kr 109 con Cl 50 Reformatorio Valle del ,3.35834,-76.51448167,0,,
511154,Kr 109 con Cl 57 Colegio Philadelphia,3.35805333,-76.51084,0,,
511155,Kr 118 Callejon Jagua Comfenalco Valle d,3.35919278,-76.50294111,0,,
511156,Kr 118 Callejon Jagua Colegio Juvenilia,3.36174361,-76.49876194,0,,
511157,Kr 118 Callejon Jagua Club Cañasgordas,3.36366861,-76.49529222,0,,
511158,Kr 118 Callejon Jagua Colegio Juvenilia,3.36204333,-76.49855778,0,,
511159,Kr 118 Callejon Jagua Comfenalco Valle d,3.35913889,-76.50338222,0,,
511160,Kr 109 con Cl 57 PVL,3.35819639,-76.51119889,0,,
511161,Kr 109 con Cl 50 Reformatorio Valle del ,3.35839417,-76.51399389,0,,
511162,Kr 109 entre Cl 26 y 25,3.35903806,-76.52363944,0,,
511163,Kr 95 entre Cl 4 y 3D,3.37420222,-76.5476375,0,,
511164,Kr 95 entre Cl 3 y Kr 95A,3.3740775,-76.54948611,0,,
511165,Kr 94B entre Cl 2B y 2,3.37533278,-76.55144833,0,,
511166,Kr 94C entre Cl 2 y 1A Oeste,3.37415667,-76.55343861,0,,
511167,Kr 95C con Cl 1A Oeste,3.37357083,-76.55513778,0,,
511168,Kr 96 entre Cl 1 Oe y 2 Oe,3.37329639,-76.55563222,0,,
511169,Cl 4 Oe entre Kr 94B y 94A,3.373355,-76.55761194,0,,
511170,Cl 4 Oe entre Kr 94A y 94,3.37521222,-76.55923222,0,,
511171,Cl 4 Oe entre Kr 94 Bis y 94A,3.37504528,-76.55916583,0,,
511172,Kr 96 entre Cl 3 Oe y 1 Oe,3.37328778,-76.55603556,0,,
511173,Kr 95 entre Cl 1a Oe y 1A,3.3733925,-76.5547625,0,,
511174,Kr 94C entre Cl 1 Oe y 1B,3.3742875,-76.55449056,0,,
511175,Kr 94B entre Cl 2 y 2B,3.37521167,-76.55191361,0,,
511176,Cl 2B entre Kr 95A y 94D,3.37441306,-76.55034278,0,,
511177,Kr 95 entre Cl 3 y 3C,3.37405556,-76.54854167,0,,
511178,Cl 16 entre Kr 100 y 102,3.36603222,-76.53065111,0,,
511179,Cl 18 entre Kr 105 y 106,3.36256778,-76.53168667,0,,
511180,Cl 18 entre Kr 130 y 137,3.32642194,-76.53355056,0,,
511181,Cl 18 entre Kr 137 y 130,3.32639611,-76.53339444,0,,
511182,Kr 94C con Cl 1C Antes de la Y,3.37434528,-76.55465167,0,,
511183,Kr 102 entre Cl 12 y 11B,3.36818667,-76.539865,0,,
511187,Kr 100 entre Cl 11 y 12,3.37192694,-76.53912806,0,,
511192,Cl 18 entre Kr 106 y 108,3.36064667,-76.53097833,0,,
511193,Cl 18 entre Kr 106 y 114,3.35821167,-76.530555,0,,
511194,Cl 18 entre Kr 114B y 115,3.35242194,-76.53034583,0,,
511195,Cl 18 entre Kr 115 y 122,3.34364833,-76.53091917,0,,
511196,Cl 18 entre Kr 122 y 125,3.34128417,-76.53109389,0,,
511197,Cl 18 entre Kr 125 y 125A,3.33772167,-76.53166,0,,
511198,Cl 18 entre Kr 126 y 127,3.33401333,-76.532485,0,,
511199,Cl 18 entre Kr 127 y 129,3.330625,-76.53288,0,,
511201,Cl 18 entre Kr 137 y 141,3.32392833,-76.53446222,0,,
511202,Cl 18 entre Kr 141 y 142,3.31976611,-76.53590806,0,,
511203,Cl 18 entre Kr 146 y 152,3.31494167,-76.53759278,0,,
